srclang,trglang,srcIndex,segmentId,judgeID,system1Id,system1rank,system2Id,system2rank,rankingID
eng,deu,636,636,judge23,newstest2016.online-A.0.en-de,4,newstest2016.jhu-pbmt.4441.en-de,5,652
eng,deu,636,636,judge23,newstest2016.online-A.0.en-de,4,newstest2016.NYU-UMontreal.4407.en-de,5,652
eng,deu,636,636,judge23,newstest2016.online-A.0.en-de,4,newstest2016.uedin-syntax.4262.en-de,2,652
eng,deu,636,636,judge23,newstest2016.online-A.0.en-de,4,newstest2016.online-F.0.en-de,3,652
eng,deu,636,636,judge23,newstest2016.jhu-pbmt.4441.en-de,5,newstest2016.NYU-UMontreal.4407.en-de,5,652
eng,deu,636,636,judge23,newstest2016.jhu-pbmt.4441.en-de,5,newstest2016.uedin-syntax.4262.en-de,2,652
eng,deu,636,636,judge23,newstest2016.jhu-pbmt.4441.en-de,5,newstest2016.online-F.0.en-de,3,652
eng,deu,636,636,judge23,newstest2016.NYU-UMontreal.4407.en-de,5,newstest2016.uedin-syntax.4262.en-de,2,652
eng,deu,636,636,judge23,newstest2016.NYU-UMontreal.4407.en-de,5,newstest2016.online-F.0.en-de,3,652
eng,deu,636,636,judge23,newstest2016.uedin-syntax.4262.en-de,2,newstest2016.online-F.0.en-de,3,652
eng,deu,637,637,judge23,newstest2016.uedin-nmt.4312.en-de,3,newstest2016.online-A.0.en-de,3,653
eng,deu,637,637,judge23,newstest2016.uedin-nmt.4312.en-de,3,newstest2016.online-G.0.en-de,5,653
eng,deu,637,637,judge23,newstest2016.uedin-nmt.4312.en-de,3,newstest2016.jhu-syntax.4528.en-de,2,653
eng,deu,637,637,judge23,newstest2016.uedin-nmt.4312.en-de,3,newstest2016.uedin-pbmt.4338.en-de,4,653
eng,deu,637,637,judge23,newstest2016.online-A.0.en-de,3,newstest2016.online-G.0.en-de,5,653
eng,deu,637,637,judge23,newstest2016.online-A.0.en-de,3,newstest2016.jhu-syntax.4528.en-de,2,653
eng,deu,637,637,judge23,newstest2016.online-A.0.en-de,3,newstest2016.uedin-pbmt.4338.en-de,4,653
eng,deu,637,637,judge23,newstest2016.online-G.0.en-de,5,newstest2016.jhu-syntax.4528.en-de,2,653
eng,deu,637,637,judge23,newstest2016.online-G.0.en-de,5,newstest2016.uedin-pbmt.4338.en-de,4,653
eng,deu,637,637,judge23,newstest2016.jhu-syntax.4528.en-de,2,newstest2016.uedin-pbmt.4338.en-de,4,653
eng,deu,638,638,judge23,newstest2016.KIT-LIMSI.4500.en-de+newstest2016.KIT.4504.en-de,5,newstest2016.PROMT-Rule-based.4275.en-de,3,654
eng,deu,638,638,judge23,newstest2016.KIT-LIMSI.4500.en-de+newstest2016.KIT.4504.en-de,5,newstest2016.cambridge.4502.en-de,2,654
eng,deu,638,638,judge23,newstest2016.KIT-LIMSI.4500.en-de+newstest2016.KIT.4504.en-de,5,newstest2016.jhu-pbmt.4441.en-de,4,654
eng,deu,638,638,judge23,newstest2016.KIT-LIMSI.4500.en-de+newstest2016.KIT.4504.en-de,5,newstest2016.online-A.0.en-de,1,654
eng,deu,638,638,judge23,newstest2016.PROMT-Rule-based.4275.en-de,3,newstest2016.cambridge.4502.en-de,2,654
eng,deu,638,638,judge23,newstest2016.PROMT-Rule-based.4275.en-de,3,newstest2016.jhu-pbmt.4441.en-de,4,654
eng,deu,638,638,judge23,newstest2016.PROMT-Rule-based.4275.en-de,3,newstest2016.online-A.0.en-de,1,654
eng,deu,638,638,judge23,newstest2016.cambridge.4502.en-de,2,newstest2016.jhu-pbmt.4441.en-de,4,654
eng,deu,638,638,judge23,newstest2016.cambridge.4502.en-de,2,newstest2016.online-A.0.en-de,1,654
eng,deu,638,638,judge23,newstest2016.jhu-pbmt.4441.en-de,4,newstest2016.online-A.0.en-de,1,654
eng,deu,1026,1026,judge23,newstest2016.NYU-UMontreal.4407.en-de,4,newstest2016.jhu-pbmt.4441.en-de,4,655
eng,deu,1026,1026,judge23,newstest2016.NYU-UMontreal.4407.en-de,4,newstest2016.metamind.4480.en-de,2,655
eng,deu,1026,1026,judge23,newstest2016.NYU-UMontreal.4407.en-de,4,newstest2016.uedin-syntax.4262.en-de,1,655
eng,deu,1026,1026,judge23,newstest2016.NYU-UMontreal.4407.en-de,4,newstest2016.online-A.0.en-de,2,655
eng,deu,1026,1026,judge23,newstest2016.jhu-pbmt.4441.en-de,4,newstest2016.metamind.4480.en-de,2,655
eng,deu,1026,1026,judge23,newstest2016.jhu-pbmt.4441.en-de,4,newstest2016.uedin-syntax.4262.en-de,1,655
eng,deu,1026,1026,judge23,newstest2016.jhu-pbmt.4441.en-de,4,newstest2016.online-A.0.en-de,2,655
eng,deu,1026,1026,judge23,newstest2016.metamind.4480.en-de,2,newstest2016.uedin-syntax.4262.en-de,1,655
eng,deu,1026,1026,judge23,newstest2016.metamind.4480.en-de,2,newstest2016.online-A.0.en-de,2,655
eng,deu,1026,1026,judge23,newstest2016.uedin-syntax.4262.en-de,1,newstest2016.online-A.0.en-de,2,655
eng,deu,1027,1027,judge23,newstest2016.online-B.0.en-de,5,newstest2016.NYU-UMontreal.4407.en-de,3,656
eng,deu,1027,1027,judge23,newstest2016.online-B.0.en-de,5,newstest2016.PROMT-Rule-based.4275.en-de,1,656
eng,deu,1027,1027,judge23,newstest2016.online-B.0.en-de,5,newstest2016.jhu-syntax.4528.en-de,4,656
eng,deu,1027,1027,judge23,newstest2016.online-B.0.en-de,5,newstest2016.cambridge.4502.en-de+newstest2016.jhu-pbmt.4441.en-de+newstest2016.uedin-syntax.4262.en-de,2,656
eng,deu,1027,1027,judge23,newstest2016.NYU-UMontreal.4407.en-de,3,newstest2016.PROMT-Rule-based.4275.en-de,1,656
eng,deu,1027,1027,judge23,newstest2016.NYU-UMontreal.4407.en-de,3,newstest2016.jhu-syntax.4528.en-de,4,656
eng,deu,1027,1027,judge23,newstest2016.NYU-UMontreal.4407.en-de,3,newstest2016.cambridge.4502.en-de+newstest2016.jhu-pbmt.4441.en-de+newstest2016.uedin-syntax.4262.en-de,2,656
eng,deu,1027,1027,judge23,newstest2016.PROMT-Rule-based.4275.en-de,1,newstest2016.jhu-syntax.4528.en-de,4,656
